user_id,course_id,course_name,difficulty,rating,interaction_type,timestamp,user_difficulty_pref,implicit_feedback
U0003,621,entrepreneurship 1: developing the opportunity,intermediate,3.9,completed,2024-05-07,not found,0
U0003,622,natural language processing with attention models,beginner,4.4,in_progress,2024-09-23,not found,1
U0003,532,moral foundations of politics,beginner,4.4,in_progress,2024-04-08,not found,1
U0003,91,connect and protect: networks and network security,intermediate,4.6,completed,2024-05-23,not found,1
U0003,820,"introduction to containers w/ docker, kubernetes & openshift",not found,4.5,completed,2024-01-02,not found,1
U0003,319,coding for everyone: c and c++,beginner,5.0,completed,2024-09-10,not found,1
U0003,187,algorithms,intermediate,3.9,in_progress,2024-05-10,not found,0
U0003,41,ibm it project manager,beginner,5.0,completed,2024-02-23,not found,1
U0003,583,an introduction to american law,not found,4.2,completed,2024-04-13,not found,0
U0004,362,music education for teachers,beginner,5.0,completed,2024-06-09,mixed,1
U0004,917,data-driven decision making,beginner,3.6,completed,2024-05-14,mixed,0
U0004,948,"negotiation, mediation and conflict resolution",mixed,4.5,completed,2024-05-07,mixed,0
U0004,277,fintech: foundations & applications of financial technology,beginner,4.1,completed,2024-08-25,mixed,1
U0004,297,soporte de tecnologã­as de la informaciã³n de google,beginner,5.0,completed,2024-08-17,mixed,1
U0004,473,"modern robotics:  mechanics, planning, and control",beginner,5.0,completed,2024-08-13,mixed,1
U0004,437,practical guide to trading,intermediate,4.2,in_progress,2024-11-12,mixed,0
U0005,23,ibm data analytics with excel and r,beginner,4.6,completed,2024-04-08,advanced,1
U0005,627,sap professional fundamentals,intermediate,5.0,completed,2024-04-25,advanced,1
U0005,171,supply chain management,not found,4.2,completed,2024-05-07,advanced,0
U0005,915,real-world engineering management,beginner,3.6,completed,2024-02-23,advanced,0
U0005,929,introduction to english common law,intermediate,4.2,in_progress,2024-12-07,advanced,1
U0005,890,finanzas personales,beginner,5.0,completed,2024-05-06,advanced,1
U0005,357,understanding the brain: the neurobiology of everyday life,beginner,5.0,completed,2024-10-25,advanced,1
U0005,15,data science fundamentals with python and sql,beginner,4.6,completed,2024-02-08,advanced,1
U0006,409,academic english: writing,beginner,4.7,completed,2024-12-07,intermediate,1
U0006,245,matlab programming for engineers and scientists,not found,4.6,completed,2024-07-04,intermediate,1
U0006,597,modeling and control of power electronics,beginner,3.6,completed,2024-06-28,intermediate,0
U0006,82,ask questions to make data-driven decisions,beginner,3.9,completed,2024-04-10,intermediate,0
U0006,5,ibm data analyst,beginner,5.0,completed,2024-01-05,intermediate,0
U0006,614,the art of visual storytelling,intermediate,4.7,completed,2024-09-18,intermediate,1
U0006,186,regulatory compliance,beginner,4.8,completed,2024-11-06,intermediate,1
U0006,71,machine learning engineering for production (mlops),advanced,3.3,in_progress,2024-05-03,intermediate,0
U0006,385,introductory human physiology,intermediate,4.0,completed,2024-04-26,intermediate,1
U0006,51,ibm full-stack javascript developer,beginner,2.3,dropped,2024-05-06,intermediate,0
U0006,865,professionalism in allied health,intermediate,3.3,in_progress,2024-10-16,intermediate,0
U0007,698,the integration of art and science in modern dental medicine,intermediate,5.0,completed,2024-07-03,intermediate,1
U0007,643,satisfaction guaranteed: develop customer loyalty online,beginner,3.4,in_progress,2024-07-22,intermediate,0
U0007,269,methods and statistics in social sciences,beginner,3.4,dropped,2024-12-06,intermediate,0
U0007,932,six sigma principles,beginner,3.9,completed,2024-01-10,intermediate,0
U0007,720,global diplomacy: the united nations in the world,beginner,4.6,completed,2024-04-09,intermediate,1
U0007,540,equine welfare and management,intermediate,4.8,completed,2024-04-05,intermediate,1
U0007,598,ai applications in marketing and finance,beginner,4.4,in_progress,2024-01-04,intermediate,1
U0007,409,academic english: writing,beginner,5.0,completed,2024-06-08,intermediate,1
U0007,238,medical billing and coding fundamentals,beginner,4.9,completed,2024-05-31,intermediate,1
U0007,344,medical neuroscience,not found,4.3,in_progress,2024-04-10,intermediate,1
U0008,937,precision medicine,beginner,4.5,completed,2024-08-29,mixed,1
U0008,884,launch your online business,not found,4.5,completed,2024-03-30,mixed,1
U0008,190,business analytics with excel: elementary to advanced,beginner,4.9,completed,2024-04-24,mixed,1
U0008,68,natural language processing,beginner,4.2,in_progress,2024-08-04,mixed,1
U0008,98,business analytics,beginner,4.4,completed,2024-12-22,mixed,1
U0009,560,construction project management,beginner,4.9,completed,2024-05-23,mixed,1
U0009,713,an introduction to consumer neuroscience & neuromarketing,mixed,4.9,completed,2024-04-08,mixed,1
U0009,125,aws cloud solutions architect,beginner,5.0,completed,2024-02-22,mixed,0
U0009,244,share data through the art of visualization,beginner,5.0,completed,2024-02-26,mixed,1
U0009,565,palliative care always,beginner,5.0,completed,2024-01-09,mixed,1
U0009,847,gender analytics: gender equity through inclusive design,beginner,5.0,completed,2024-09-09,mixed,1
U0009,546,introduction to cyber security,beginner,4.5,completed,2024-10-09,mixed,1
U0009,233,machine learning with python,beginner,5.0,completed,2024-01-05,mixed,1
U0009,662,natural language processing with sequence models,mixed,3.6,in_progress,2024-12-07,mixed,0
U0009,720,global diplomacy: the united nations in the world,beginner,4.7,completed,2024-11-22,mixed,1
U0009,367,google it support,beginner,4.1,completed,2024-03-31,mixed,1
U0009,520,"ethics, technology and engineering",mixed,4.6,completed,2024-01-19,mixed,1
U0009,483,introduction to devops,beginner,3.8,completed,2024-02-27,mixed,0
U0009,379,probability & statistics for machine learning & data science,beginner,4.0,in_progress,2024-12-26,mixed,0
U0009,289,introduction to social media marketing,mixed,5.0,completed,2024-07-09,mixed,1
U0009,97,preparing for google cloud certification: machine learning engineer,beginner,5.0,completed,2024-11-07,mixed,1
U0009,52,ibm it scrum master,beginner,3.3,dropped,2024-06-21,mixed,0
U0009,934,machine learning and reinforcement learning in finance,mixed,3.4,dropped,2024-07-31,mixed,0
U0009,827,introduction to self-driving cars,beginner,5.0,completed,2024-08-20,mixed,1
U0009,344,medical neuroscience,not found,4.9,completed,2024-05-22,mixed,0
U0010,678,code yourself! an introduction to programming,intermediate,5.0,completed,2024-11-11,advanced,1
U0010,371,project planning,beginner,4.2,completed,2024-02-10,advanced,0
U0010,718,"project management foundations, initiation, and planning",beginner,3.5,completed,2024-07-30,advanced,0
U0010,891,practical data science with matlab,not found,3.7,completed,2024-02-15,advanced,0
U0010,934,machine learning and reinforcement learning in finance,mixed,4.7,completed,2024-01-10,advanced,1
U0010,56,python for everybody,intermediate,3.8,in_progress,2024-12-30,advanced,0
U0010,381,branding: the creative journey,beginner,4.4,completed,2024-08-26,advanced,1
U0010,103,modern project management,intermediate,2.9,dropped,2024-03-03,advanced,0
U0010,324,business statistics and analysis,beginner,5.0,completed,2024-04-07,advanced,1
U0011,248,private equity and venture capital,advanced,3.6,in_progress,2024-06-10,beginner,0
U0011,48,google it automation with python,beginner,5.0,completed,2024-02-23,beginner,1
U0011,835,sustainable cities,beginner,4.5,completed,2024-08-09,beginner,1
U0011,783,digital transformation using ai/ml with google cloud,beginner,4.8,completed,2024-07-25,beginner,1
U0011,975,health behavior change: from evidence to action,intermediate,5.0,completed,2024-03-06,beginner,0
U0011,972,understanding child development: from synapse to society,intermediate,4.7,completed,2024-12-03,beginner,1
U0011,526,customer analytics,beginner,4.6,completed,2024-12-12,beginner,1
U0011,738,reporting extra-financier et stratã©gie rse,beginner,4.9,completed,2024-11-30,beginner,1
U0011,916,introduction to environmental science,beginner,4.4,in_progress,2024-02-20,beginner,1
U0011,820,"introduction to containers w/ docker, kubernetes & openshift",not found,5.0,completed,2024-11-25,beginner,1
U0011,223,global procurement and sourcing,intermediate,5.0,completed,2024-12-05,beginner,1
U0011,416,google ux design (pt),beginner,5.0,completed,2024-07-23,beginner,1
U0011,115,writing in the sciences,beginner,4.9,completed,2024-02-12,beginner,1
U0011,926,introduction to relational databases (rdbms),not found,3.5,completed,2024-04-04,beginner,0
U0011,574,fundamentals of accounting,beginner,4.6,completed,2024-01-08,beginner,1
U0011,206,successful negotiation: essential strategies and skills,beginner,5.0,completed,2024-12-17,beginner,1
U0011,641,extended reality for everybody,beginner,4.1,in_progress,2024-03-01,beginner,1
U0011,588,circular economy - sustainable materials management,intermediate,3.5,completed,2024-01-01,beginner,0
U0011,329,google ãµã¤ãã¼ã»ã­ã¥ãªãã£,beginner,4.2,completed,2024-02-15,beginner,0
U0012,319,coding for everyone: c and c++,beginner,3.3,in_progress,2024-01-03,intermediate,0
U0012,309,music production,intermediate,4.9,completed,2024-08-25,intermediate,0
U0012,91,connect and protect: networks and network security,intermediate,4.6,completed,2024-07-10,intermediate,1
U0012,471,managerial accounting fundamentals,beginner,5.0,completed,2024-01-28,intermediate,0
U0012,671,data privacy fundamentals,beginner,3.4,dropped,2024-07-30,intermediate,0
U0012,499,building ai powered chatbots without programming,beginner,4.2,completed,2024-08-20,intermediate,1
U0012,151,"start the ux design process: empathize, define, and ideate",beginner,4.3,completed,2024-09-20,intermediate,1
U0012,365,"effective communication: writing, design, and presentation",beginner,4.8,completed,2024-08-23,intermediate,1
U0012,2,google project management:,beginner,4.6,completed,2024-10-08,intermediate,1
U0012,849,django for everybody,intermediate,4.3,completed,2024-11-10,intermediate,1
U0012,85,microsoft cybersecurity analyst,intermediate,4.7,completed,2024-05-29,intermediate,1
U0012,584,marketing strategy,not found,4.6,completed,2024-03-10,intermediate,1
U0012,963,pre-mba quantitative skills,beginner,3.3,in_progress,2024-04-04,intermediate,0
U0012,524,"make the sale: build, launch, and manage e-commerce stores",not found,3.5,in_progress,2024-08-30,intermediate,0
U0012,901,ai capstone project with deep learning,mixed,4.0,in_progress,2024-04-03,intermediate,1
U0012,227,tools for data science,beginner,3.6,in_progress,2024-07-12,intermediate,0
U0012,741,kotlin for java developers,not found,5.0,completed,2024-10-26,intermediate,1
U0012,518,"sequences, time series and prediction",beginner,5.0,completed,2024-04-27,intermediate,1
U0013,495,marketing mix implementation,intermediate,4.3,completed,2024-05-17,mixed,1
U0013,237,game theory,mixed,4.6,completed,2024-01-13,mixed,1
U0013,112,preparing for google cloud certification: cloud data engineer,beginner,3.3,in_progress,2024-09-21,mixed,0
U0013,594,tensorflow: data and deployment,not found,4.8,completed,2024-02-07,mixed,1
U0013,281,medical terminology,not found,3.8,in_progress,2024-08-23,mixed,0
U0013,565,palliative care always,beginner,4.0,in_progress,2024-05-16,mixed,1
U0013,150,search engine optimization (seo),intermediate,4.3,in_progress,2024-02-29,mixed,1
U0013,468,site reliability engineering: measuring and managing reliability,beginner,3.8,completed,2024-12-26,mixed,0
U0014,159,reinforcement learning,beginner,4.6,completed,2024-04-13,mixed,1
U0014,160,certified in cybersecurity,beginner,5.0,completed,2024-02-08,mixed,1
U0014,793,greek and roman mythology,beginner,2.9,dropped,2024-06-05,mixed,0
U0014,647,entrepreneurial finance: strategy and innovation,beginner,5.0,completed,2024-08-18,mixed,1
U0014,511,linux and private cloud administration on ibm power systems,beginner,5.0,completed,2024-10-15,mixed,0
U0014,349,create high-fidelity designs and prototypes in figma,intermediate,4.4,completed,2024-01-10,mixed,1
U0014,856,business strategies for a better world,not found,4.7,completed,2024-06-07,mixed,1
U0014,382,probabilistic graphical models,beginner,4.6,completed,2024-12-30,mixed,1
U0014,795,managing cybersecurity,beginner,4.6,completed,2024-09-17,mixed,1
U0014,427,python programming fundamentals,intermediate,3.5,completed,2024-06-21,mixed,0
U0014,366,sql for data science,beginner,5.0,completed,2024-10-18,mixed,1
U0014,450,design a user experience for social good & prepare for jobs,mixed,5.0,completed,2024-10-09,mixed,1
U0014,293,google data analytics (pt),not found,4.3,completed,2024-07-18,mixed,1
U0014,728,astronomy: exploring time and space,beginner,4.5,completed,2024-12-11,mixed,1
U0014,489,object-oriented data structures in c++,beginner,4.8,completed,2024-04-20,mixed,1
U0014,227,tools for data science,beginner,5.0,completed,2024-06-19,mixed,1
U0015,898,strategy and sustainability,intermediate,3.3,dropped,2024-01-01,not found,0
U0015,775,the pronunciation of american english,mixed,4.5,completed,2024-02-24,not found,1
U0015,23,ibm data analytics with excel and r,beginner,5.0,completed,2024-11-04,not found,1
U0015,640,ãtudier en france: french intermediate course b1-b2,beginner,4.0,in_progress,2024-04-26,not found,1
U0015,756,google ux design,beginner,4.2,in_progress,2024-10-20,not found,0
U0015,373,blockchain,not found,4.7,completed,2024-07-28,not found,1
U0015,69,foundations of digital marketing and e-commerce,beginner,5.0,completed,2024-12-29,not found,1
U0015,78,foundations of user experience (ux) design,beginner,4.8,completed,2024-06-30,not found,1
U0016,149,introduction to data analytics,beginner,3.9,completed,2024-08-11,beginner,0
U0016,29,"devops, cloud, and agile foundations",beginner,4.4,in_progress,2024-07-29,beginner,1
U0016,284,google professional workspace administrator,not found,4.4,completed,2024-05-23,beginner,1
U0016,748,google data analytics (de),beginner,3.1,in_progress,2024-03-18,beginner,0
U0016,252,the business of music production,beginner,4.9,completed,2024-04-22,beginner,1
U0016,199,python 3 programming,beginner,5.0,completed,2024-06-14,beginner,0
U0016,192,data science: foundations using r,beginner,4.4,completed,2024-05-10,beginner,1
U0016,482,harnessing the power of data with power bi,intermediate,4.6,completed,2024-06-10,beginner,1
U0016,950,aspectos bã¡sicos del diseã±o de la experiencia del usuario,beginner,3.7,in_progress,2024-12-14,beginner,0
U0016,424,animal behaviour and welfare,beginner,4.8,completed,2024-11-08,beginner,1
U0016,528,impact measurement & management for the sdgs,beginner,4.4,completed,2024-02-23,beginner,0
U0017,172,ai product management,intermediate,4.3,completed,2024-08-10,intermediate,1
U0017,636,finding your professional voice: confidence & impact,beginner,4.3,in_progress,2024-03-25,intermediate,1
U0017,229,sound the alarm: detection and response,beginner,3.6,completed,2024-02-05,intermediate,0
U0017,97,preparing for google cloud certification: machine learning engineer,beginner,5.0,completed,2024-07-15,intermediate,1
U0017,234,entrepreneurship: growing your business,beginner,5.0,completed,2024-08-21,intermediate,1
U0017,705,essentials of global health,beginner,3.6,in_progress,2024-10-19,intermediate,0
U0017,837,introduction to hardware and operating systems,intermediate,5.0,completed,2024-08-09,intermediate,1
U0017,811,"cybersecurity roles, processes & operating system security",beginner,5.0,completed,2024-12-07,intermediate,1
U0017,385,introductory human physiology,intermediate,4.6,completed,2024-03-21,intermediate,1
U0018,963,pre-mba quantitative skills,beginner,4.9,completed,2024-11-21,not found,1
U0018,468,site reliability engineering: measuring and managing reliability,beginner,4.9,completed,2024-12-06,not found,1
U0018,183,generative ai: introduction and applications,beginner,3.6,completed,2024-03-16,not found,0
U0018,482,harnessing the power of data with power bi,intermediate,5.0,completed,2024-12-27,not found,1
U0018,510,ai for medical diagnosis,mixed,4.4,in_progress,2024-04-07,not found,1
U0018,728,astronomy: exploring time and space,beginner,4.4,in_progress,2024-06-21,not found,1
U0018,687,positive psychology: martin e. p. seligmanâs visionary science,not found,4.7,completed,2024-02-15,not found,1
U0018,401,blockchain revolution,beginner,4.4,completed,2024-12-28,not found,1
U0018,219,strategic leadership and management,beginner,4.7,completed,2024-07-05,not found,0
U0018,634,"strategic leadership: impact, change, and decision-making",beginner,5.0,completed,2024-08-14,not found,1
U0018,420,the manager's toolkit: a practical guide to managing people at work,beginner,4.6,completed,2024-03-09,not found,1
U0018,134,cybersã©curitã© google,not found,5.0,completed,2024-09-06,not found,1
U0019,146,introduction to psychology,beginner,4.3,completed,2024-01-25,beginner,1
U0019,811,"cybersecurity roles, processes & operating system security",beginner,3.5,in_progress,2024-08-16,beginner,0
U0019,817,using public policy for social change,not found,5.0,completed,2024-01-17,beginner,1
U0019,927,the addicted brain,beginner,4.2,completed,2024-10-29,beginner,1
U0019,140,security in google cloud,beginner,5.0,completed,2024-07-16,beginner,1
U0019,594,tensorflow: data and deployment,not found,5.0,completed,2024-03-29,beginner,0
U0019,439,introduction to large language models,beginner,4.1,in_progress,2024-10-14,beginner,1
U0019,315,calculus for machine learning and data science,not found,5.0,completed,2024-07-17,beginner,1
U0020,562,introducciã³n a la programaciã³n en python i: aprendiendo a programar con python,not found,2.6,in_progress,2024-10-19,not found,0
U0020,895,"introduction to financial analysis - the ""why?""",beginner,5.0,completed,2024-07-01,not found,1
U0020,34,generative ai fundamentals,beginner,5.0,completed,2024-01-04,not found,1
U0020,686,the power of statistics,intermediate,3.7,completed,2024-07-28,not found,0
U0020,296,preparing  data for analysis with microsoft excel,beginner,3.1,dropped,2024-08-14,not found,0
U0020,903,ð¦ð¸ññð¾ð²ð¸ð¹ ð¼ð°ñðºðµñð¸ð½ð³ ñ ðµð»ðµðºññð¾ð½ð½ð° ðºð¾ð¼ðµññññ ð²ñð´ google,beginner,5.0,completed,2024-09-07,not found,1
U0020,949,african development â from the past to the present,beginner,4.0,in_progress,2024-02-08,not found,1
U0020,922,agile meets design thinking,beginner,4.3,completed,2024-11-13,not found,0
U0020,471,managerial accounting fundamentals,beginner,5.0,completed,2024-08-26,not found,0
U0020,846,introduction to genetics and evolution,advanced,4.6,completed,2024-12-24,not found,1
U0020,829,systems biology and biotechnology,beginner,4.4,completed,2024-06-06,not found,1
U0020,317,financial analysis - skills for success,intermediate,4.7,completed,2024-05-25,not found,1
U0020,814,international leadership and organizational behavior,intermediate,3.6,completed,2024-10-19,not found,0
U0020,37,generative ai for everyone,intermediate,4.2,completed,2024-07-16,not found,1
U0021,922,agile meets design thinking,beginner,4.5,completed,2024-03-02,not found,1
U0021,464,viral marketing and how to craft contagious content,intermediate,4.1,in_progress,2024-08-14,not found,1
U0021,603,"energy production, distribution & safety",not found,4.3,completed,2024-12-22,not found,1
U0021,168,mathematics for machine learning,intermediate,3.2,dropped,2024-11-18,not found,0
U0021,968,esg and climate change,not found,3.7,in_progress,2024-06-18,not found,0
U0021,233,machine learning with python,beginner,3.6,in_progress,2024-09-17,not found,0
U0021,920,"data engineering, big data and ml on google cloud æ¥æ¬èªç",beginner,3.9,completed,2024-09-07,not found,0
U0021,639,introduction to agile development and scrum,intermediate,5.0,completed,2024-03-30,not found,1
U0021,598,ai applications in marketing and finance,beginner,4.0,in_progress,2024-03-21,not found,1
U0021,510,ai for medical diagnosis,mixed,3.7,in_progress,2024-11-13,not found,0
U0021,232,u.s. federal taxation,beginner,5.0,completed,2024-12-19,not found,1
U0021,177,tensorflow: advanced techniques,intermediate,5.0,completed,2024-08-24,not found,1
U0021,222,people and soft skills for professional and personal success,intermediate,4.7,completed,2024-04-01,not found,1
U0021,187,algorithms,intermediate,5.0,completed,2024-02-28,not found,1
U0021,764,foundational finance for strategic decision making,beginner,4.4,in_progress,2024-12-21,not found,1
U0021,347,think outside the inbox: email marketing,beginner,4.2,in_progress,2024-01-07,not found,0
U0021,58,ai in healthcare,beginner,4.3,in_progress,2024-06-06,not found,1
U0021,947,microeconomics: the power of markets,beginner,4.6,completed,2024-03-22,not found,0
U0021,865,professionalism in allied health,intermediate,5.0,completed,2024-10-21,not found,1
U0022,587,mercados financieros,mixed,4.1,completed,2024-01-17,beginner,1
U0022,954,understanding basic sql syntax,beginner,5.0,completed,2024-01-22,beginner,1
U0022,602,cybersecurity operations fundamentals,beginner,5.0,completed,2024-07-28,beginner,1
U0022,234,entrepreneurship: growing your business,beginner,4.0,completed,2024-05-13,beginner,1
U0022,604,english for career development,mixed,4.5,completed,2024-02-27,beginner,1
U0022,508,microsoft azure ai fundamentals ai-900 exam prep,beginner,4.0,in_progress,2024-09-27,beginner,1
U0022,748,google data analytics (de),beginner,4.4,in_progress,2024-10-14,beginner,1
U0022,95,preparing for google cloud certification: cloud architect,beginner,4.8,completed,2024-01-27,beginner,1
U0022,730,fintech: finance industry transformation and regulation,beginner,4.4,in_progress,2024-04-01,beginner,1
U0022,509,child nutrition and cooking,beginner,5.0,completed,2024-03-24,beginner,0
U0022,936,tally bookkeeper,intermediate,4.7,completed,2024-09-13,beginner,1
U0022,313,introduction to front-end development,beginner,5.0,completed,2024-06-11,beginner,1
U0022,603,"energy production, distribution & safety",not found,3.1,dropped,2024-01-12,beginner,0
U0022,904,autodesk cad/cam for manufacturing,not found,4.1,completed,2024-05-24,beginner,1
U0022,91,connect and protect: networks and network security,intermediate,5.0,completed,2024-01-08,beginner,1
U0022,909,ordered data structures,beginner,5.0,completed,2024-12-14,beginner,1
U0022,657,"extract, transform and load data in power bi",beginner,3.7,completed,2024-11-11,beginner,0
U0023,782,improving communication skills,beginner,4.8,completed,2024-12-09,not found,1
U0023,479,the path to insights: data models and pipelines,beginner,4.3,in_progress,2024-07-27,not found,1
U0023,119,introduction to generative ai,beginner,4.3,completed,2024-10-27,not found,1
U0023,126,ibm product manager,beginner,3.4,dropped,2024-09-23,not found,0
U0023,674,integrative nursing,mixed,4.2,in_progress,2024-06-08,not found,1
U0023,429,strategic management and innovation,beginner,3.7,completed,2024-04-01,not found,0
U0023,201,organizational analysis,beginner,3.9,completed,2024-01-02,not found,0
U0023,489,object-oriented data structures in c++,beginner,5.0,completed,2024-08-20,not found,1
U0024,806,sas advanced programmer,advanced,4.4,in_progress,2024-12-25,intermediate,1
U0024,346,work smarter with microsoft excel,beginner,5.0,completed,2024-05-02,intermediate,1
U0024,310,instructional design foundations and applications,not found,4.0,in_progress,2024-06-26,intermediate,1
U0024,954,understanding basic sql syntax,beginner,4.3,in_progress,2024-04-20,intermediate,1
U0024,192,data science: foundations using r,beginner,4.7,completed,2024-01-03,intermediate,1
U0025,702,applied data science capstone,not found,5.0,completed,2024-12-26,beginner,1
U0025,71,machine learning engineering for production (mlops),advanced,4.2,completed,2024-07-25,beginner,1
U0025,52,ibm it scrum master,beginner,4.8,completed,2024-11-27,beginner,1
U0025,222,people and soft skills for professional and personal success,intermediate,5.0,completed,2024-08-07,beginner,1
U0025,144,data structures and algorithms,intermediate,4.4,in_progress,2024-05-31,beginner,1
U0025,842,customer relationship management,beginner,5.0,completed,2024-09-06,beginner,1
U0025,198,salesforce sales operations,intermediate,5.0,completed,2024-08-15,beginner,1
U0025,950,aspectos bã¡sicos del diseã±o de la experiencia del usuario,beginner,3.9,in_progress,2024-09-24,beginner,0
U0025,307,data analysis with python,beginner,4.4,completed,2024-01-21,beginner,1
U0025,163,"tesol certificate, part 1: teach english now!",beginner,4.5,completed,2024-08-27,beginner,1
U0025,758,financial planning for young adults,intermediate,4.8,completed,2024-10-24,beginner,1
U0025,628,digital technologies and the future of manufacturing,intermediate,4.8,completed,2024-11-13,beginner,0
U0025,464,viral marketing and how to craft contagious content,intermediate,3.6,completed,2024-01-14,beginner,0
U0025,526,customer analytics,beginner,3.3,in_progress,2024-12-10,beginner,0
U0025,690,google it ì§ì ìë£ì¦ ì´ì ê³¼ì ,beginner,4.8,completed,2024-03-06,beginner,1
U0025,206,successful negotiation: essential strategies and skills,beginner,5.0,completed,2024-10-29,beginner,0
U0026,74,intuit academy bookkeeping,beginner,5.0,completed,2024-02-13,intermediate,1
U0026,163,"tesol certificate, part 1: teach english now!",beginner,5.0,completed,2024-09-07,intermediate,0
U0026,507,suicide prevention,intermediate,3.5,completed,2024-05-09,intermediate,0
U0026,326,introduction to financial accounting,beginner,3.5,in_progress,2024-02-04,intermediate,0
U0026,810,project practicum with multiple projects,advanced,4.4,in_progress,2024-11-20,intermediate,1
U0026,420,the manager's toolkit: a practical guide to managing people at work,beginner,4.8,completed,2024-10-02,intermediate,1
U0026,239,algorithms for battery management systems,intermediate,4.2,in_progress,2024-10-25,intermediate,1
U0026,603,"energy production, distribution & safety",not found,4.7,completed,2024-06-26,intermediate,1
U0026,690,google it ì§ì ìë£ì¦ ì´ì ê³¼ì ,beginner,4.9,completed,2024-10-20,intermediate,1
U0026,161,process data from dirty to clean,beginner,5.0,completed,2024-01-08,intermediate,1
U0026,37,generative ai for everyone,intermediate,4.3,completed,2024-09-20,intermediate,1
U0026,719,teach english now! foundational principles,not found,4.6,completed,2024-06-23,intermediate,0
U0026,646,learn english: intermediate grammar,beginner,4.4,in_progress,2024-08-05,intermediate,1
U0026,465,behavioral finance,advanced,4.3,in_progress,2024-10-29,intermediate,1
U0027,109,arizona state university tesol,intermediate,4.9,completed,2024-11-19,advanced,1
U0027,775,the pronunciation of american english,mixed,5.0,completed,2024-01-19,advanced,1
U0027,894,5g for everyone,not found,5.0,completed,2024-03-22,advanced,1
U0027,583,an introduction to american law,not found,4.6,completed,2024-05-08,advanced,1
U0027,916,introduction to environmental science,beginner,4.2,completed,2024-03-29,advanced,1
U0027,806,sas advanced programmer,advanced,5.0,completed,2024-05-22,advanced,1
U0027,648,java fullstack developer,beginner,3.5,completed,2024-10-31,advanced,0
U0027,560,construction project management,beginner,2.5,dropped,2024-04-19,advanced,0
U0027,336,web applications for everybody,beginner,5.0,completed,2024-09-21,advanced,1
U0027,153,devops on aws,beginner,5.0,completed,2024-04-26,advanced,1
U0027,587,mercados financieros,mixed,4.7,completed,2024-06-01,advanced,0
