user_id,course_id,course_name,difficulty,rating,skill_match_score,interaction_type,timestamp,user_persona,implicit_feedback
U0000,55,ibm project manager,beginner,3.0,0.357,dropped,2024-01-15,Business_Learner,1
U0000,847,microeconomics: the power of markets,beginner,2.7,0.214,dropped,2024-06-27,Business_Learner,0
U0000,207,uci project management,beginner,1.6,0.357,dropped,2024-04-05,Business_Learner,0
U0000,96,preparing for google cloud certification: cloud engineer,beginner,2.4,0.0,dropped,2024-08-18,Business_Learner,0
U0000,305,financial analysis - skills for success,intermediate,2.5,0.429,in_progress,2024-07-05,Business_Learner,0
U0000,858,improving leadership & governance in nonprofit organizations,intermediate,4.9,0.571,completed,2024-10-10,Business_Learner,1
U0000,381,corporate strategy,intermediate,3.8,0.429,in_progress,2024-01-28,Business_Learner,1
U0001,766,django for everybody,intermediate,2.1,0.143,dropped,2024-08-20,AI_Learner,0
U0001,431,software architecture for big data,intermediate,1.6,0.0,dropped,2024-09-24,AI_Learner,0
U0001,687,data science with databricks for data analysts,intermediate,4.1,0.714,completed,2024-04-22,AI_Learner,1
U0001,770,healthcare organization operations,beginner,1.2,0.0,dropped,2024-12-08,AI_Learner,0
U0001,209,diseã±o de experiencia del usuario (ux) de google,beginner,1.5,0.0,dropped,2024-08-12,AI_Learner,0
U0001,65,deeplearning.ai tensorflow developer,beginner,4.7,0.5,completed,2024-08-05,AI_Learner,1
U0001,148,introduction to data analytics,beginner,4.4,0.357,completed,2024-11-19,AI_Learner,1
U0001,319,software design and architecture,beginner,1.0,0.071,dropped,2024-10-20,AI_Learner,0
U0001,696,linear algebra from elementary to advanced,intermediate,1.4,0.0,dropped,2024-04-07,AI_Learner,0
U0001,731,fundamentals of computing,beginner,2.9,0.214,dropped,2024-05-03,AI_Learner,0
U0001,3,ibm data science,beginner,4.4,0.857,in_progress,2024-09-15,AI_Learner,1
U0001,410,strategic management and innovation,beginner,1.4,0.0,dropped,2024-12-17,AI_Learner,0
U0001,311,business statistics and analysis,beginner,2.2,0.357,dropped,2024-05-07,AI_Learner,0
U0001,145,introduction to psychology,beginner,1.9,0.0,dropped,2024-05-30,AI_Learner,0
U0001,71,machine learning engineering for production (mlops),advanced,3.3,0.267,dropped,2024-09-19,AI_Learner,1
U0001,232,risk management,intermediate,2.1,0.0,dropped,2024-02-29,AI_Learner,0
U0001,815,interaction design,beginner,2.9,0.357,dropped,2024-09-10,AI_Learner,0
U0001,214,cybersecurity fundamentals,intermediate,2.4,0.0,dropped,2024-01-09,AI_Learner,0
U0002,620,qualitative research design and methods for public health,beginner,2.3,0.0,dropped,2024-10-15,Business_Learner,0
U0002,775,survey data collection and analytics,beginner,1.6,0.143,dropped,2024-05-14,Business_Learner,0
U0002,765,gender analytics: gender equity through inclusive design,beginner,4.3,0.5,completed,2024-06-24,Business_Learner,1
U0002,671,reporting extra-financier et stratã©gie rse,beginner,1.8,0.357,dropped,2024-08-25,Business_Learner,0
U0002,533,customer service fundamentals,intermediate,2.8,0.214,dropped,2024-02-20,Business_Learner,0
U0002,88,financial markets,intermediate,4.0,0.357,completed,2024-10-10,Business_Learner,0
U0002,155,construction management,beginner,4.8,0.714,completed,2024-11-12,Business_Learner,1
U0002,776,innovation management,beginner,2.2,0.071,dropped,2024-01-17,Business_Learner,0
U0002,508,fundraising and development,beginner,5.0,0.571,completed,2024-06-06,Business_Learner,1
U0002,6,google it support,beginner,2.4,0.0,dropped,2024-08-20,Business_Learner,0
U0002,103,modern project management,intermediate,3.9,0.357,completed,2024-10-28,Business_Learner,0
U0002,559,python: de cero a usuario,beginner,2.2,0.0,dropped,2024-06-09,Business_Learner,0
U0002,2,google project management:,beginner,3.7,0.714,completed,2024-10-07,Business_Learner,1
U0002,453,the path to insights: data models and pipelines,beginner,1.2,0.0,dropped,2024-05-06,Business_Learner,0
U0002,581,"strategic leadership: impact, change, and decision-making",beginner,4.8,0.571,completed,2024-09-29,Business_Learner,0
U0002,545,spanish for successful communication in healthcare settings,beginner,2.4,0.071,dropped,2024-02-08,Business_Learner,0
U0002,207,uci project management,beginner,2.3,0.357,dropped,2024-09-03,Business_Learner,0
U0003,748,learning and development,intermediate,1.3,0.0,dropped,2024-06-28,Business_Learner,0
U0003,788,introduction to electricity and magnetism,beginner,1.1,0.0,dropped,2024-09-27,Business_Learner,0
U0003,416,assess for success: marketing analytics and measurement,beginner,2.7,0.214,dropped,2024-04-17,Business_Learner,0
U0003,409,introduction to discrete mathematics for computer science,beginner,1.6,0.0,dropped,2024-07-14,Business_Learner,0
U0003,688,financial planning for young adults,intermediate,3.4,0.429,dropped,2024-11-03,Business_Learner,1
U0003,543,assets in accounting,intermediate,1.0,0.071,dropped,2024-05-03,Business_Learner,0
U0003,589,the fundamentals of personal finance,intermediate,3.3,0.286,dropped,2024-02-27,Business_Learner,1
U0003,686,google ux design,beginner,3.7,0.571,completed,2024-04-26,Business_Learner,1
U0003,768,uncommon sense teaching,beginner,1.7,0.143,dropped,2024-05-08,Business_Learner,0
U0003,271,business value and project management,intermediate,3.8,0.714,completed,2024-10-16,Business_Learner,1
U0003,297,the strategy of content marketing,beginner,1.4,0.143,dropped,2024-07-07,Business_Learner,0
U0003,98,business analytics,beginner,4.9,0.5,completed,2024-03-09,Business_Learner,1
U0003,484,professional skills for the workplace,intermediate,2.6,0.429,dropped,2024-03-26,Business_Learner,0
U0003,46,"foundations: data, data, everywhere",beginner,1.0,0.0,dropped,2024-08-07,Business_Learner,0
U0003,378,excel skills for business: essentials,beginner,1.0,0.071,dropped,2024-08-05,Business_Learner,0
U0003,447,digital product management: modern fundamentals,beginner,3.9,0.214,in_progress,2024-04-09,Business_Learner,1
U0004,534,an introduction to programming the internet of things (iot),intermediate,1.2,0.071,dropped,2024-03-30,AI_Learner,0
U0004,21,ibm back-end development,beginner,2.0,0.169,dropped,2024-04-24,AI_Learner,0
U0004,823,"data engineering, big data and ml on google cloud æ¥æ¬èªç",beginner,2.6,0.286,dropped,2024-08-04,AI_Learner,0
U0004,756,introduction to hardware and operating systems,intermediate,2.0,0.0,dropped,2024-09-05,AI_Learner,0
U0004,169,introduction to programming with python and java,beginner,3.5,0.286,completed,2024-04-08,AI_Learner,1
U0004,6,google it support,beginner,1.1,0.0,dropped,2024-04-05,AI_Learner,0
U0004,808,ai capstone project with deep learning,mixed,4.7,0.5,completed,2024-08-04,AI_Learner,1
U0004,396,google project management (de),beginner,1.2,0.0,dropped,2024-10-12,AI_Learner,0
U0004,431,software architecture for big data,intermediate,2.7,0.0,dropped,2024-07-05,AI_Learner,0
U0004,567,introduction to sustainability,beginner,1.2,0.0,dropped,2024-04-09,AI_Learner,0
U0004,497,sports performance analytics,beginner,3.9,0.714,in_progress,2024-12-04,AI_Learner,1
U0004,817,gestiã³n de proyectos,mixed,1.7,0.0,dropped,2024-05-23,AI_Learner,0
U0004,733,data visualization & dashboarding with r,beginner,2.5,0.286,dropped,2024-02-22,AI_Learner,0
U0004,517,exploratory data analysis for machine learning,beginner,3.1,0.357,dropped,2024-04-18,AI_Learner,0
U0004,681,microeconomics principles,advanced,2.9,0.0,dropped,2024-01-09,AI_Learner,0
U0004,557,introduction to logic and critical thinking,beginner,2.3,0.0,dropped,2024-09-09,AI_Learner,0
U0004,465,postgresql for everybody,beginner,3.1,0.214,dropped,2024-10-09,AI_Learner,1
U0004,77,meta ios developer,beginner,1.9,0.071,dropped,2024-01-05,AI_Learner,0
U0004,687,data science with databricks for data analysts,intermediate,4.5,0.714,completed,2024-12-30,AI_Learner,1
U0004,698,mlops | machine learning operations,beginner,2.2,0.214,dropped,2024-05-24,AI_Learner,0
U0004,508,fundraising and development,beginner,2.2,0.0,dropped,2024-12-29,AI_Learner,0
U0004,535,ai and public health,intermediate,2.9,0.214,dropped,2024-12-11,AI_Learner,0
U0004,129,preparing for google cloud certification: cloud developer,intermediate,1.0,0.0,dropped,2024-08-29,AI_Learner,0
U0004,175,tensorflow: advanced techniques,intermediate,2.7,0.24,in_progress,2024-11-12,AI_Learner,0
U0004,138,data analysis and presentation skills: the pwc approach,beginner,3.7,0.286,completed,2024-07-09,AI_Learner,1
U0004,270,scrum master certification,beginner,2.1,0.0,dropped,2024-11-07,AI_Learner,0
U0004,16,ibm & darden digital strategy,beginner,2.2,0.176,dropped,2024-06-21,AI_Learner,0
U0004,489,introduction to deep learning & neural networks with keras,advanced,3.7,0.429,completed,2024-05-28,AI_Learner,1
U0005,862,introduction to financial engineering and risk management,intermediate,1.3,0.0,dropped,2024-07-30,AI_Learner,0
U0005,37,generative ai for everyone,intermediate,2.0,0.0,dropped,2024-08-27,AI_Learner,0
U0005,448,"modern robotics:  mechanics, planning, and control",beginner,1.0,0.143,dropped,2024-11-07,AI_Learner,0
U0005,842,splunk search expert,intermediate,4.1,0.357,completed,2024-01-05,AI_Learner,1
U0005,416,assess for success: marketing analytics and measurement,beginner,1.4,0.0,dropped,2024-08-11,AI_Learner,0
U0005,510,statistics with python,beginner,4.8,0.5,completed,2024-09-23,AI_Learner,1
U0005,578,data science: statistics and machine learning,intermediate,4.6,0.786,completed,2024-10-09,AI_Learner,1
U0005,351,sql for data science,beginner,3.0,0.214,in_progress,2024-04-14,AI_Learner,1
U0005,474,market research,intermediate,1.6,0.0,dropped,2024-01-06,AI_Learner,0
U0005,773,machine learning for all,intermediate,3.2,0.357,dropped,2024-05-12,AI_Learner,0
U0005,19,applied data science,beginner,5.0,0.714,completed,2024-06-13,AI_Learner,1
U0005,179,mergers and acquisitions,beginner,2.2,0.0,dropped,2024-03-23,AI_Learner,0
U0005,823,"data engineering, big data and ml on google cloud æ¥æ¬èªç",beginner,2.1,0.286,dropped,2024-02-20,AI_Learner,0
U0005,763,managerial economics and business analysis,beginner,1.4,0.0,dropped,2024-09-16,AI_Learner,0
U0005,501,finance for technical managers,beginner,1.7,0.0,dropped,2024-12-13,AI_Learner,0
U0005,176,introduction to artificial intelligence (ai),beginner,2.9,0.286,in_progress,2024-09-06,AI_Learner,0
U0005,116,"data engineering, big data, and machine learning on gcp",intermediate,4.5,0.643,completed,2024-09-24,AI_Learner,1
U0005,360,cryptography i,intermediate,2.7,0.143,dropped,2024-08-09,AI_Learner,0
U0005,247,sequence models,beginner,3.3,0.357,dropped,2024-08-16,AI_Learner,1
U0006,680,data science math skills,advanced,2.5,0.182,dropped,2024-09-29,Software_Engineer,0
U0006,776,innovation management,beginner,1.5,0.0,dropped,2024-02-22,Software_Engineer,0
U0006,499,moral foundations of politics,beginner,1.5,0.0,dropped,2024-05-05,Software_Engineer,0
U0006,854,introduction to ai in the data center,beginner,1.9,0.0,dropped,2024-09-05,Software_Engineer,0
U0006,492,introduction to software engineering,intermediate,2.8,0.364,dropped,2024-01-08,Software_Engineer,0
U0006,522,pre-mba statistics,beginner,1.0,0.0,dropped,2024-12-17,Software_Engineer,0
U0006,444,gamification,beginner,2.2,0.091,dropped,2024-04-02,Software_Engineer,0
U0006,47,mathematics for machine learning and data science,intermediate,3.3,0.273,dropped,2024-04-01,Software_Engineer,1
U0006,613,fundamentals of reinforcement learning,advanced,2.8,0.273,in_progress,2024-11-21,Software_Engineer,0
U0006,436,health informatics,beginner,1.0,0.042,dropped,2024-02-03,Software_Engineer,0
U0006,339,game design: art and concepts,beginner,1.1,0.0,dropped,2024-08-05,Software_Engineer,0
U0006,785,javascript for beginners,intermediate,1.8,0.182,dropped,2024-12-15,Software_Engineer,0
U0006,186,crash course on python,beginner,2.3,0.364,dropped,2024-02-17,Software_Engineer,0
U0006,413,convolutional neural networks in tensorflow,beginner,1.3,0.182,dropped,2024-04-22,Software_Engineer,0
U0006,590,satisfaction guaranteed: develop customer loyalty online,beginner,1.7,0.0,dropped,2024-06-28,Software_Engineer,0
U0006,674,computational neuroscience,beginner,2.3,0.273,dropped,2024-01-28,Software_Engineer,0
U0007,612,security and privacy for big data - part 2,beginner,1.3,0.071,dropped,2024-05-25,Business_Learner,0
U0007,70,finance & quantitative modeling for analysts,beginner,2.9,0.4,dropped,2024-08-23,Business_Learner,0
U0007,148,introduction to data analytics,beginner,1.5,0.0,dropped,2024-04-10,Business_Learner,0
U0007,133,project planning: putting it all together,beginner,4.5,0.643,completed,2024-11-10,Business_Learner,1
U0007,577,conflict management,intermediate,3.1,0.143,dropped,2024-10-15,Business_Learner,1
U0007,721,managing cybersecurity,beginner,1.8,0.329,dropped,2024-04-21,Business_Learner,0
U0007,641,emotional intelligence: cultivating immensely human interactions,beginner,1.0,0.143,dropped,2024-11-26,Business_Learner,0
U0007,42,generative ai for software developers,beginner,1.4,0.0,dropped,2024-11-30,Business_Learner,0
U0007,748,learning and development,intermediate,2.3,0.0,dropped,2024-04-03,Business_Learner,0
U0007,279,"tesol certificate, part 2: teach english now!",beginner,1.4,0.071,dropped,2024-11-30,Business_Learner,0
U0007,319,software design and architecture,beginner,1.9,0.0,dropped,2024-01-26,Business_Learner,0
U0007,104,leading the modern day business,beginner,3.9,0.5,completed,2024-10-01,Business_Learner,0
U0007,629,google it ì§ì ìë£ì¦ ì´ì ê³¼ì ,beginner,1.5,0.0,dropped,2024-01-20,Business_Learner,0
U0007,169,introduction to programming with python and java,beginner,1.4,0.0,dropped,2024-11-15,Business_Learner,0
U0007,471,building ai powered chatbots without programming,beginner,1.0,0.0,dropped,2024-05-18,Business_Learner,0
U0007,717,cloud computing law,beginner,2.7,0.0,dropped,2024-01-10,Business_Learner,0
U0007,93,excel skills for business,beginner,1.3,0.114,dropped,2024-05-17,Business_Learner,0
U0007,439,viral marketing and how to craft contagious content,intermediate,4.1,0.286,completed,2024-04-10,Business_Learner,1
U0007,207,uci project management,beginner,1.8,0.357,dropped,2024-09-21,Business_Learner,0
U0007,274,google data analytics,mixed,2.3,0.471,dropped,2024-04-03,Business_Learner,0
U0007,384,introduction to data engineering,beginner,1.0,0.0,dropped,2024-03-09,Business_Learner,0
U0007,280,financial engineering and risk management,beginner,2.3,0.114,dropped,2024-03-16,Business_Learner,0
U0008,632,excel to mysql: analytic techniques for business,intermediate,1.6,0.0,dropped,2024-06-27,Business_Learner,0
U0008,480,child nutrition and cooking,beginner,1.2,0.0,dropped,2024-06-01,Business_Learner,0
U0008,718,fundamentos del marketing digital y comercio electrã³nico,mixed,2.0,0.143,dropped,2024-11-04,Business_Learner,0
U0008,138,data analysis and presentation skills: the pwc approach,beginner,3.4,0.286,dropped,2024-06-27,Business_Learner,1
U0008,686,google ux design,beginner,4.3,0.571,completed,2024-01-15,Business_Learner,1
U0008,187,project execution: running the project,beginner,5.0,0.5,completed,2024-06-05,Business_Learner,1
U0008,156,business strategy,intermediate,4.0,0.571,completed,2024-10-15,Business_Learner,1
U0008,701,"information systems auditing, controls and assurance",beginner,2.5,0.286,dropped,2024-12-18,Business_Learner,0
U0008,561,the art of visual storytelling,intermediate,1.3,0.071,dropped,2024-06-07,Business_Learner,0
U0008,425,healthcare it support,beginner,2.2,0.071,dropped,2024-01-15,Business_Learner,0
U0008,282,introduction to social media marketing,mixed,3.2,0.357,in_progress,2024-02-16,Business_Learner,1
U0008,758,introduction to technical support,beginner,3.1,0.214,dropped,2024-10-09,Business_Learner,1
U0008,315,financial management,mixed,3.2,0.429,in_progress,2024-11-25,Business_Learner,1
U0008,704,leading: human resource management and leadership,beginner,4.1,0.571,completed,2024-12-28,Business_Learner,1
U0008,355,salesforce sales development representative,beginner,1.8,0.286,dropped,2024-05-20,Business_Learner,0
U0009,494,introduction to computer vision and image processing,beginner,2.2,0.357,dropped,2024-05-28,AI_Learner,0
U0009,7,machine learning,beginner,3.0,0.429,dropped,2024-07-20,AI_Learner,1
U0009,738,international leadership and organizational behavior,intermediate,2.5,0.0,dropped,2024-07-28,AI_Learner,0
U0009,806,foundations for assisting in home care,beginner,1.0,0.0,dropped,2024-12-12,AI_Learner,0
U0009,458,natural language processing with probabilistic models,advanced,2.7,0.214,in_progress,2024-05-31,AI_Learner,0
U0009,578,data science: statistics and machine learning,intermediate,4.0,0.786,completed,2024-12-09,AI_Learner,1
U0009,795,programming in python,advanced,1.3,0.143,dropped,2024-06-02,AI_Learner,0
U0009,585,a crash course in causality:  inferring causal effects from observational data,beginner,2.3,0.357,dropped,2024-02-18,AI_Learner,0
U0009,92,ibm machine learning,intermediate,3.8,0.786,in_progress,2024-02-18,AI_Learner,0
U0009,469,neuroscience and neuroimaging,beginner,2.5,0.357,dropped,2024-08-02,AI_Learner,0
U0009,491,natural language processing in tensorflow,mixed,2.6,0.286,dropped,2024-10-31,AI_Learner,0
U0009,317,microsoft azure data scientist associate (dp-100),beginner,4.2,0.571,completed,2024-01-19,AI_Learner,1
U0009,619,introduction to computer science and programming,beginner,1.0,0.0,dropped,2024-07-12,AI_Learner,0
U0009,808,ai capstone project with deep learning,mixed,4.9,0.5,completed,2024-04-22,AI_Learner,1
U0009,797,autodesk certified professional: revit for architectural design exam prep,mixed,1.2,0.0,dropped,2024-09-20,AI_Learner,0
U0009,346,applied machine learning in python,beginner,4.9,0.571,completed,2024-12-24,AI_Learner,1
U0010,190,data science: foundations using r,beginner,3.7,0.5,in_progress,2024-10-29,Data_Analyst,0
U0010,524,advanced digital transformation,beginner,2.5,0.0,dropped,2024-07-13,Data_Analyst,0
U0010,311,business statistics and analysis,beginner,4.7,0.667,completed,2024-09-12,Data_Analyst,1
U0010,15,data science fundamentals with python and sql,beginner,2.6,0.492,dropped,2024-12-20,Data_Analyst,0
U0010,108,prepare data for exploration,beginner,3.5,0.25,in_progress,2024-04-29,Data_Analyst,1
U0010,604,developing ai applications with python and flask,beginner,2.6,0.083,dropped,2024-08-11,Data_Analyst,0
U0010,540,mercados financieros,mixed,3.4,0.25,in_progress,2024-09-02,Data_Analyst,1
U0010,159,certified in cybersecurity,beginner,2.2,0.0,dropped,2024-01-04,Data_Analyst,0
U0010,167,mathematics for machine learning,intermediate,2.3,0.417,dropped,2024-10-19,Data_Analyst,0
U0010,555,introduction to machine learning,beginner,1.2,0.167,dropped,2024-05-25,Data_Analyst,0
U0010,11,ibm full stack software developer,beginner,1.8,0.0,dropped,2024-02-03,Data_Analyst,0
U0010,70,finance & quantitative modeling for analysts,beginner,3.4,0.325,dropped,2024-03-16,Data_Analyst,1
U0010,687,data science with databricks for data analysts,intermediate,4.5,0.5,completed,2024-11-04,Data_Analyst,1
U0010,125,aws cloud solutions architect,beginner,1.7,0.075,dropped,2024-06-21,Data_Analyst,0
U0010,534,an introduction to programming the internet of things (iot),intermediate,2.7,0.083,dropped,2024-05-09,Data_Analyst,0
U0010,169,introduction to programming with python and java,beginner,2.2,0.242,dropped,2024-12-28,Data_Analyst,0
U0010,67,introduction to finance and accounting,beginner,1.3,0.0,dropped,2024-01-29,Data_Analyst,0
U0010,172,meta marketing analytics,beginner,4.2,0.658,completed,2024-06-12,Data_Analyst,1
U0010,612,security and privacy for big data - part 2,beginner,2.3,0.083,dropped,2024-04-07,Data_Analyst,0
U0010,736,what is compliance?,beginner,1.1,0.0,dropped,2024-05-31,Data_Analyst,0
U0010,712,machine learning: algorithms in the real world,beginner,3.4,0.417,in_progress,2024-05-27,Data_Analyst,1
U0010,303,introduction to front-end development,beginner,1.5,0.0,dropped,2024-08-31,Data_Analyst,0
U0010,550,wine tasting: sensory techniques for wine analysis,intermediate,1.8,0.0,dropped,2024-07-19,Data_Analyst,0
U0010,148,introduction to data analytics,beginner,3.4,0.417,in_progress,2024-07-19,Data_Analyst,1
U0011,403,talent acquisition,mixed,1.6,0.0,dropped,2024-09-20,Business_Learner,0
U0011,578,data science: statistics and machine learning,intermediate,2.0,0.0,dropped,2024-03-21,Business_Learner,0
U0011,353,principles of management,beginner,3.4,0.429,in_progress,2024-03-29,Business_Learner,1
U0011,213,fundamentals of project planning and management,beginner,3.3,0.357,dropped,2024-12-30,Business_Learner,1
U0011,704,leading: human resource management and leadership,beginner,4.6,0.571,completed,2024-10-08,Business_Learner,1
U0011,688,financial planning for young adults,intermediate,2.9,0.429,dropped,2024-09-26,Business_Learner,0
U0011,583,finding your professional voice: confidence & impact,beginner,1.0,0.071,dropped,2024-11-23,Business_Learner,0
U0011,224,organizational leadership,beginner,5.0,0.5,completed,2024-08-02,Business_Learner,1
U0011,496,introduction to psychology,beginner,2.6,0.0,dropped,2024-01-14,Business_Learner,0
U0011,284,management of fashion and luxury companies,beginner,2.3,0.357,dropped,2024-04-17,Business_Learner,0
U0011,97,preparing for google cloud certification: machine learning engineer,beginner,1.2,0.0,dropped,2024-07-01,Business_Learner,0
U0011,796,preparing for google cloud certification: cloud data engineer professional certificate æ¥æ¬èªç,beginner,1.5,0.0,dropped,2024-02-08,Business_Learner,0
U0011,134,leadership skills,intermediate,1.9,0.143,dropped,2024-07-28,Business_Learner,0
U0011,824,international marketing & cross industry growth,beginner,3.0,0.429,dropped,2024-04-17,Business_Learner,1
U0011,359,drug development product management,beginner,1.6,0.143,dropped,2024-08-14,Business_Learner,0
U0012,246,introduction to calculus,intermediate,2.4,0.0,dropped,2024-01-11,AI_Learner,0
U0012,650,marketing with tiktok,beginner,2.3,0.0,dropped,2024-12-14,AI_Learner,0
U0012,298,data analysis with python,beginner,4.4,0.714,in_progress,2024-11-25,AI_Learner,1
U0012,378,excel skills for business: essentials,beginner,1.0,0.026,dropped,2024-09-15,AI_Learner,0
U0012,510,statistics with python,beginner,4.8,0.5,completed,2024-01-05,AI_Learner,1
U0012,740,sales and crm overview,beginner,1.0,0.0,dropped,2024-06-26,AI_Learner,0
U0012,857,advanced business analytics,intermediate,4.0,0.571,in_progress,2024-01-03,AI_Learner,1
U0012,651,"aspectos bã¡sicos: datos, datos, en todas partes",beginner,2.0,0.169,dropped,2024-03-29,AI_Learner,0
U0012,311,business statistics and analysis,beginner,2.9,0.357,dropped,2024-04-07,AI_Learner,0
U0012,315,financial management,mixed,1.2,0.0,dropped,2024-01-29,AI_Learner,0
U0012,621,code yourself! an introduction to programming,intermediate,2.1,0.071,dropped,2024-08-13,AI_Learner,0
U0012,158,reinforcement learning,beginner,5.0,0.5,completed,2024-09-17,AI_Learner,1
U0012,65,deeplearning.ai tensorflow developer,beginner,5.0,0.5,completed,2024-08-13,AI_Learner,1
U0012,249,google cloud digital leader training,intermediate,1.2,0.0,dropped,2024-06-24,AI_Learner,0
U0012,185,algorithms,intermediate,1.5,0.071,dropped,2024-02-06,AI_Learner,0
U0012,190,data science: foundations using r,beginner,2.2,0.429,dropped,2024-03-21,AI_Learner,0
U0012,153,google ãã¼ã¿ã¢ããªãã£ã¯ã¹,beginner,2.2,0.429,dropped,2024-10-27,AI_Learner,0
U0012,19,applied data science,beginner,4.7,0.714,completed,2024-02-25,AI_Learner,0
U0012,7,machine learning,beginner,3.3,0.429,dropped,2024-08-24,AI_Learner,1
U0012,858,improving leadership & governance in nonprofit organizations,intermediate,2.4,0.0,dropped,2024-04-01,AI_Learner,0
U0012,320,google ë°ì´í° ì ëë¦¬í±ì¤ ìë£ì¦ ì´ì ê³¼ì ,beginner,2.3,0.071,dropped,2024-02-28,AI_Learner,0
U0012,281,"brand management: aligning business, brand and behaviour",beginner,1.0,0.0,dropped,2024-06-29,AI_Learner,0
U0012,561,the art of visual storytelling,intermediate,1.8,0.0,dropped,2024-07-09,AI_Learner,0
U0012,141,what is data science?,beginner,3.3,0.214,dropped,2024-09-05,AI_Learner,1
U0012,823,"data engineering, big data and ml on google cloud æ¥æ¬èªç",beginner,2.0,0.286,dropped,2024-01-23,AI_Learner,0
U0012,667,computational thinking for problem solving,beginner,1.0,0.143,dropped,2024-02-08,AI_Learner,0
U0012,47,mathematics for machine learning and data science,intermediate,4.2,0.5,in_progress,2024-07-24,AI_Learner,1
U0012,743,salesforce fundamentals,beginner,1.9,0.0,dropped,2024-01-13,AI_Learner,0
U0013,448,"modern robotics:  mechanics, planning, and control",beginner,3.2,0.455,dropped,2024-07-10,Software_Engineer,1
U0013,59,ibm front-end developer,intermediate,3.3,0.405,dropped,2024-04-29,Software_Engineer,1
U0013,264,methods and statistics in social sciences,beginner,1.0,0.182,dropped,2024-11-01,Software_Engineer,0
U0013,5,ibm data analyst,beginner,4.8,0.545,completed,2024-09-07,Software_Engineer,1
U0013,694,foundational finance for strategic decision making,beginner,1.8,0.0,dropped,2024-01-07,Software_Engineer,0
U0013,66,meta react native,beginner,2.0,0.364,dropped,2024-02-27,Software_Engineer,0
U0013,177,"nosql, big data, and spark foundations",beginner,2.3,0.364,dropped,2024-08-13,Software_Engineer,0
U0013,10,ibm applied ai,beginner,3.4,0.364,in_progress,2024-10-11,Software_Engineer,1
U0013,319,software design and architecture,beginner,2.6,0.364,in_progress,2024-05-09,Software_Engineer,0
U0013,718,fundamentos del marketing digital y comercio electrã³nico,mixed,2.0,0.0,dropped,2024-07-13,Software_Engineer,0
U0013,284,management of fashion and luxury companies,beginner,2.3,0.0,dropped,2024-08-23,Software_Engineer,0
U0013,100,ibm introduction to machine learning,beginner,1.2,0.182,dropped,2024-12-22,Software_Engineer,0
U0013,636,the integration of art and science in modern dental medicine,intermediate,2.0,0.0,dropped,2024-09-18,Software_Engineer,0
U0013,668,"divide and conquer, sorting and searching, and randomized algorithms",beginner,2.8,0.455,dropped,2024-01-15,Software_Engineer,0
U0013,94,neural networks and deep learning,beginner,3.2,0.364,in_progress,2024-10-07,Software_Engineer,1
U0014,748,learning and development,intermediate,1.3,0.0,dropped,2024-08-15,Data_Analyst,0
U0014,374,bayesian statistics,beginner,2.8,0.417,in_progress,2024-11-14,Data_Analyst,0
U0014,842,splunk search expert,intermediate,4.8,0.583,completed,2024-03-12,Data_Analyst,0
U0014,131,linear algebra for machine learning and data science,intermediate,1.0,0.083,dropped,2024-07-23,Data_Analyst,0
